"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"WDSUB1","Stem-cell-iPSC","ANX","Wald ratio",1,0.201,0.058,1.223,0.000506,NA,NA,NA,0.528083018
"NUF2","Stem-cell-iPSC","ANX","Wald ratio",1,0.253,0.079,1.288,0.00132,NA,NA,NA,0.577821621
"ACTA1","Stem-cell-iPSC","ANX","Wald ratio",1,0.167,0.053,1.182,0.0018,NA,NA,NA,0.316369261
"HSDL2","Stem-cell-iPSC","ANX","Wald ratio",1,0.222,0.073,1.249,0.00235,NA,NA,NA,0.057015907
"FLNB","Stem-cell-iPSC","ANX","Wald ratio",1,-0.264,0.094,0.768,0.00481,NA,NA,NA,0.097750397
"AAMDC","Stem-cell-iPSC","ANX","Wald ratio",1,0.118,0.044,1.126,0.00709,NA,NA,NA,0.405066872
"CENPU","Stem-cell-iPSC","ANX","Wald ratio",1,-0.118,0.045,0.888,0.00912,NA,NA,NA,0.306024988
"NNT","Stem-cell-iPSC","ANX","Wald ratio",1,-0.178,0.071,0.837,0.0122,NA,NA,NA,0.315669045
"MCOLN2","Stem-cell-iPSC","ANX","Wald ratio",1,0.097,0.04,1.102,0.0148,NA,NA,NA,0.000765854
"PYGL","Stem-cell-iPSC","ANX","Wald ratio",1,0.217,0.09,1.242,0.0156,NA,NA,NA,0.095741915
"TTC27","Stem-cell-iPSC","ANX","Wald ratio",1,0.169,0.073,1.184,0.0204,NA,NA,NA,0.123188283
"R3HCC1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.162,0.07,0.851,0.0213,NA,NA,NA,0.002647451
"RDH13","Stem-cell-iPSC","ANX","Wald ratio",1,0.098,0.043,1.103,0.0216,NA,NA,NA,0.156098231
"TAF6","Stem-cell-iPSC","ANX","Wald ratio",1,0.152,0.07,1.164,0.0294,NA,NA,NA,0.014000315
"CDC7","Stem-cell-iPSC","ANX","Wald ratio",1,0.143,0.069,1.153,0.0378,NA,NA,NA,0.053690184
"FAM101B","Stem-cell-iPSC","ANX","Wald ratio",1,0.225,0.109,1.253,0.0383,NA,NA,NA,0.013140018
"GNL3","Stem-cell-iPSC","ANX","Wald ratio",1,-0.118,0.058,0.888,0.0423,NA,NA,NA,0.084352031
"WASL","Stem-cell-iPSC","ANX","Wald ratio",1,0.121,0.062,1.128,0.0531,NA,NA,NA,0.084883045
"IMMT","Stem-cell-iPSC","ANX","Wald ratio",1,0.11,0.057,1.116,0.0541,NA,NA,NA,0.082444292
"CHMP2B","Stem-cell-iPSC","ANX","Wald ratio",1,-0.146,0.078,0.864,0.0598,NA,NA,NA,0.014675882
"IVD","Stem-cell-iPSC","ANX","Wald ratio",1,-0.107,0.057,0.898,0.0616,NA,NA,NA,0.040841163
"ACADS","Stem-cell-iPSC","ANX","Wald ratio",1,0.11,0.059,1.117,0.0632,NA,NA,NA,0.027870654
"ANKMY2","Stem-cell-iPSC","ANX","Wald ratio",1,0.142,0.077,1.153,0.064,NA,NA,NA,0.058409975
"LYN","Stem-cell-iPSC","ANX","Wald ratio",1,-0.088,0.048,0.916,0.066,NA,NA,NA,0.015440888
"CSE1L","Stem-cell-iPSC","ANX","Wald ratio",1,0.223,0.124,1.25,0.0708,NA,NA,NA,0.007652705
"TAMM41","Stem-cell-iPSC","ANX","Wald ratio",1,-0.081,0.045,0.922,0.0717,NA,NA,NA,0.067981235
"CENPV","Stem-cell-iPSC","ANX","Wald ratio",1,-0.05,0.028,0.951,0.0734,NA,NA,NA,0.063726753
"ARHGEF16","Stem-cell-iPSC","ANX","Wald ratio",1,0.135,0.076,1.145,0.0763,NA,NA,NA,0.000221618
"ZNF557","Stem-cell-iPSC","ANX","Wald ratio",1,0.085,0.049,1.088,0.0817,NA,NA,NA,0.000173447
"ZNRF1","Stem-cell-iPSC","ANX","Wald ratio",1,0.137,0.079,1.146,0.0837,NA,NA,NA,0.002059039
"C9orf64","Stem-cell-iPSC","ANX","Wald ratio",1,0.074,0.043,1.077,0.0855,NA,NA,NA,0.011906603
"RAB5A","Stem-cell-iPSC","ANX","Wald ratio",1,0.118,0.069,1.125,0.0867,NA,NA,NA,0.028779857
"ACO1","Stem-cell-iPSC","ANX","Wald ratio",1,0.161,0.094,1.175,0.0883,NA,NA,NA,0.001248281
"LEPREL2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.096,0.058,0.908,0.0959,NA,NA,NA,0.00058387
"KIAA1524","Stem-cell-iPSC","ANX","Wald ratio",1,0.129,0.079,1.138,0.0994,NA,NA,NA,0.003973341
"IWS1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.159,0.097,0.853,0.101,NA,NA,NA,0.000748994
"ATP5S","Stem-cell-iPSC","ANX","Wald ratio",1,-0.062,0.038,0.94,0.101,NA,NA,NA,0.046774673
"CNN2","Stem-cell-iPSC","ANX","Wald ratio",1,0.257,0.159,1.293,0.105,NA,NA,NA,0.060515107
"MTAP","Stem-cell-iPSC","ANX","Wald ratio",1,-0.211,0.132,0.81,0.112,NA,NA,NA,0.017612227
"GSTT1","Stem-cell-iPSC","ANX","Wald ratio",1,0.106,0.067,1.112,0.112,NA,NA,NA,0.073423398
"GSTM4","Stem-cell-iPSC","ANX","Wald ratio",1,-0.171,0.109,0.843,0.114,NA,NA,NA,0.001503604
"HSPBAP1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.095,0.061,0.909,0.117,NA,NA,NA,0.034728308
"ARFGEF1","Stem-cell-iPSC","ANX","Wald ratio",1,0.211,0.137,1.235,0.122,NA,NA,NA,0.00063821
"CD40","Stem-cell-iPSC","ANX","Wald ratio",1,0.064,0.041,1.066,0.122,NA,NA,NA,0.039179363
"VAMP4","Stem-cell-iPSC","ANX","Wald ratio",1,0.078,0.051,1.082,0.124,NA,NA,NA,0.003281198
"CTSC","Stem-cell-iPSC","ANX","Wald ratio",1,-0.119,0.078,0.888,0.129,NA,NA,NA,0.012844534
"STK33","Stem-cell-iPSC","ANX","Wald ratio",1,0.118,0.078,1.125,0.13,NA,NA,NA,0.005142017
"CLN8","Stem-cell-iPSC","ANX","Wald ratio",1,0.092,0.062,1.096,0.141,NA,NA,NA,0.003590224
"MAPK3","Stem-cell-iPSC","ANX","Wald ratio",1,-0.098,0.067,0.907,0.144,NA,NA,NA,0.05361765
"GPX4","Stem-cell-iPSC","ANX","Wald ratio",1,0.096,0.066,1.101,0.145,NA,NA,NA,0.041554514
"FDPS","Stem-cell-iPSC","ANX","Wald ratio",1,0.082,0.057,1.086,0.15,NA,NA,NA,0.040217232
"HDDC3","Stem-cell-iPSC","ANX","Wald ratio",1,0.074,0.052,1.077,0.153,NA,NA,NA,0.020171815
"THEM4","Stem-cell-iPSC","ANX","Wald ratio",1,0.063,0.044,1.065,0.154,NA,NA,NA,0.002883284
"MAK16","Stem-cell-iPSC","ANX","Wald ratio",1,-0.103,0.072,0.902,0.156,NA,NA,NA,0.023342363
"DEPDC1B","Stem-cell-iPSC","ANX","Wald ratio",1,0.098,0.07,1.103,0.161,NA,NA,NA,0.000590817
"CFL2","Stem-cell-iPSC","ANX","Wald ratio",1,0.1,0.072,1.105,0.162,NA,NA,NA,0.047271072
"SRR","Stem-cell-iPSC","ANX","Wald ratio",1,-0.066,0.047,0.936,0.164,NA,NA,NA,0.032473639
"INF2","Stem-cell-iPSC","ANX","Wald ratio",1,0.133,0.096,1.142,0.166,NA,NA,NA,0.074385457
"IFITM3","Stem-cell-iPSC","ANX","Wald ratio",1,-0.132,0.096,0.876,0.167,NA,NA,NA,0.070838037
"ATXN2L","Stem-cell-iPSC","ANX","Wald ratio",1,-0.077,0.056,0.926,0.167,NA,NA,NA,0.022710542
"SLC38A9","Stem-cell-iPSC","ANX","Wald ratio",1,-0.093,0.068,0.911,0.17,NA,NA,NA,0.019120936
"SPTLC1","Stem-cell-iPSC","ANX","Wald ratio",1,0.092,0.067,1.096,0.171,NA,NA,NA,0.019999552
"LIMCH1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.196,0.145,0.822,0.176,NA,NA,NA,0.000133725
"GNB4","Stem-cell-iPSC","ANX","Wald ratio",1,-0.121,0.089,0.886,0.176,NA,NA,NA,0.000657229
