"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"EOGT","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.021,0.016,0.979,0.183,NA,NA,NA,0.007836539
"CRYZ","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.012,0.009,0.988,0.191,NA,NA,NA,0.010916233
"TMEM128","Stem-cell-iPSC","ADHD","Wald ratio",1,0.018,0.014,1.018,0.193,NA,NA,NA,0.007514564
"NUDT19","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.024,0.019,0.976,0.196,NA,NA,NA,0.001997998
"ZNRF1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.036,0.028,1.036,0.197,NA,NA,NA,0.000384872
"PARP4","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.028,0.021,0.973,0.197,NA,NA,NA,0.000514764
"ASL","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.038,0.03,0.963,0.198,NA,NA,NA,0.010606957
"SPTLC1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.025,0.019,1.025,0.198,NA,NA,NA,0.005466343
"ETFDH","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.019,0.015,0.981,0.199,NA,NA,NA,0.00501516
"CTSV","Stem-cell-iPSC","ADHD","Wald ratio",1,0.033,0.026,1.034,0.206,NA,NA,NA,0.000388628
"ATP5S","Stem-cell-iPSC","ADHD","Wald ratio",1,0.016,0.013,1.017,0.211,NA,NA,NA,0.00992552
"OXSR1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.032,0.026,1.033,0.211,NA,NA,NA,0.004594796
"KIF14","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.03,0.024,0.97,0.211,NA,NA,NA,0.000168339
"SHMT1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.024,0.019,0.976,0.212,NA,NA,NA,0.010417216
"FLNB","Stem-cell-iPSC","ADHD","Wald ratio",1,0.038,0.03,1.038,0.214,NA,NA,NA,0.001594722
"GALNT3","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.018,0.015,0.982,0.216,NA,NA,NA,0.009867274
"ACTA1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.02,0.016,0.98,0.217,NA,NA,NA,0.002974306
"LIMCH1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.022,0.018,0.978,0.22,NA,NA,NA,2.92e-05
"ATP1B1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.028,0.023,0.973,0.236,NA,NA,NA,0.004638766
"PWP1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.027,0.023,0.974,0.241,NA,NA,NA,0.001102082
"FAM101B","Stem-cell-iPSC","ADHD","Wald ratio",1,0.037,0.031,1.037,0.242,NA,NA,NA,0.000983169
"NUDT2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.019,0.017,0.981,0.245,NA,NA,NA,0.012442469
"FHL3","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.025,0.021,0.976,0.247,NA,NA,NA,0.009430532
"GOSR1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.029,0.025,0.972,0.248,NA,NA,NA,0.001401353
"WDSUB1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.021,0.018,0.979,0.248,NA,NA,NA,0.001911758
"RHBDD3","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.016,0.014,0.984,0.259,NA,NA,NA,0.0002416
"TLDC1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.022,0.02,0.978,0.267,NA,NA,NA,0.000501851
"ACO1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.035,0.032,0.966,0.271,NA,NA,NA,0.000198483
"FAM221A","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.015,0.013,0.985,0.273,NA,NA,NA,0.008298417
"TRIM5","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.023,0.021,0.977,0.276,NA,NA,NA,4.69e-05
"NMD3","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.023,0.021,0.977,0.277,NA,NA,NA,0.006762128
"CHCHD2","Stem-cell-iPSC","ADHD","Wald ratio",1,0.016,0.015,1.016,0.28,NA,NA,NA,0.002685094
"DHRS4","Stem-cell-iPSC","ADHD","Wald ratio",1,0.013,0.012,1.013,0.281,NA,NA,NA,0.014436085
"CPPED1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.031,0.029,1.032,0.282,NA,NA,NA,0.004630826
"CLN8","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.024,0.022,0.977,0.282,NA,NA,NA,0.000786398
"CCDC51","Stem-cell-iPSC","ADHD","Wald ratio",1,0.037,0.034,1.037,0.283,NA,NA,NA,0.000591788
"SUCLA2","Stem-cell-iPSC","ADHD","Wald ratio",1,0.02,0.018,1.02,0.283,NA,NA,NA,0.010731424
"LRRC40","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.04,0.038,0.961,0.296,NA,NA,NA,0.000549012
"SRA1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.034,0.033,0.966,0.298,NA,NA,NA,0.001674473
"NUDCD3","Stem-cell-iPSC","ADHD","Wald ratio",1,0.028,0.027,1.028,0.299,NA,NA,NA,0.005790594
"POLI","Stem-cell-iPSC","ADHD","Wald ratio",1,0.015,0.015,1.015,0.307,NA,NA,NA,0.007598556
"GSS","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.017,0.017,0.983,0.307,NA,NA,NA,0.007915597
"STK33","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.028,0.028,0.972,0.313,NA,NA,NA,0.001017641
"RAB17","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.016,0.016,0.984,0.313,NA,NA,NA,0.009165149
"QDPR","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.013,0.013,0.987,0.317,NA,NA,NA,0.008959055
"NADSYN1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.024,0.025,0.976,0.32,NA,NA,NA,8.92e-05
"CDA","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.015,0.015,0.985,0.321,NA,NA,NA,0.000591193
"SLC38A9","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.021,0.021,0.979,0.322,NA,NA,NA,0.003997693
"MSH6","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.009,1.009,0.327,NA,NA,NA,1.17e-05
"SRR","Stem-cell-iPSC","ADHD","Wald ratio",1,0.016,0.017,1.017,0.327,NA,NA,NA,0.007384639
"AACS","Stem-cell-iPSC","ADHD","Wald ratio",1,0.029,0.029,1.029,0.332,NA,NA,NA,0.001901687
"COA7","Stem-cell-iPSC","ADHD","Wald ratio",1,0.018,0.018,1.018,0.338,NA,NA,NA,0.006377111
"SPATA20","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.013,0.014,0.987,0.338,NA,NA,NA,0.011104449
"MAK16","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.025,0.026,0.976,0.342,NA,NA,NA,0.005013315
"ARID3B","Stem-cell-iPSC","ADHD","Wald ratio",1,0.015,0.016,1.015,0.344,NA,NA,NA,0.011291468
"CPNE1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.01,0.01,0.99,0.346,NA,NA,NA,0.0120244
"TRIM68","Stem-cell-iPSC","ADHD","Wald ratio",1,0.017,0.019,1.017,0.353,NA,NA,NA,7.09e-05
"CTSC","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.024,0.026,0.976,0.355,NA,NA,NA,0.002203883
"HSD17B7","Stem-cell-iPSC","ADHD","Wald ratio",1,0.013,0.014,1.013,0.356,NA,NA,NA,0.008823946
"PDCD6IP","Stem-cell-iPSC","ADHD","Wald ratio",1,0.015,0.017,1.016,0.364,NA,NA,NA,0.008143888
"CENPV","Stem-cell-iPSC","ADHD","Wald ratio",1,0.008,0.009,1.008,0.366,NA,NA,NA,0.007012671
"NUF2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.025,0.028,0.975,0.367,NA,NA,NA,0.004726804
"IVD","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.018,0.021,0.982,0.371,NA,NA,NA,0.004103928
"FAH","Stem-cell-iPSC","ADHD","Wald ratio",1,0.025,0.028,1.025,0.372,NA,NA,NA,0.002082448
"KCTD14","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.027,0.031,0.973,0.377,NA,NA,NA,0.004608139
"IAH1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.012,0.014,0.988,0.385,NA,NA,NA,0.008102772
"PDK1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.013,0.015,1.013,0.388,NA,NA,NA,0.007377374
"NAGA","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.028,0.032,0.973,0.389,NA,NA,NA,0.000961608
"APIP","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.01,0.012,0.99,0.397,NA,NA,NA,0.006948106
"MLYCD","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.022,0.027,0.978,0.407,NA,NA,NA,0.000991896
"GATM","Stem-cell-iPSC","ADHD","Wald ratio",1,0.017,0.02,1.017,0.408,NA,NA,NA,0.001092356
"NOM1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.022,0.027,0.978,0.41,NA,NA,NA,0.000192677
"C9orf89","Stem-cell-iPSC","ADHD","Wald ratio",1,0.018,0.022,1.018,0.414,NA,NA,NA,0.004312114
"PGM2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.021,0.026,0.979,0.418,NA,NA,NA,0.007206856
"BBS4","Stem-cell-iPSC","ADHD","Wald ratio",1,0.019,0.024,1.019,0.425,NA,NA,NA,0.003455511
"CRABP2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.028,0.035,0.972,0.428,NA,NA,NA,0.00193195
"HSPBAP1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.016,0.02,1.016,0.428,NA,NA,NA,0.004871194
"DLAT","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.023,0.029,0.978,0.433,NA,NA,NA,0.005098903
"FAM160A1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.015,0.019,0.985,0.437,NA,NA,NA,0.005628441
"VAV2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.012,0.015,0.988,0.441,NA,NA,NA,0.006337547
"GFM2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.018,0.024,0.982,0.445,NA,NA,NA,0.000267673
"NT5DC3","Stem-cell-iPSC","ADHD","Wald ratio",1,0.012,0.016,1.012,0.446,NA,NA,NA,0.000295741
"CSTB","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.016,0.021,0.984,0.446,NA,NA,NA,0.006646932
"SPTBN1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.017,0.023,0.983,0.451,NA,NA,NA,0.005642278
"SPRYD3","Stem-cell-iPSC","ADHD","Wald ratio",1,0.015,0.02,1.015,0.454,NA,NA,NA,0.000143015
"TIMELESS","Stem-cell-iPSC","ADHD","Wald ratio",1,0.023,0.03,1.023,0.455,NA,NA,NA,0.000297024
"WRN","Stem-cell-iPSC","ADHD","Wald ratio",1,0.011,0.015,1.011,0.455,NA,NA,NA,0.001802548
"ZNF830","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.024,0.032,0.976,0.456,NA,NA,NA,7.08e-05
"S100A13","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.015,0.021,0.985,0.457,NA,NA,NA,0.006411338
"QTRTD1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.017,0.024,1.017,0.468,NA,NA,NA,0.000619055
"MALT1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.029,0.04,0.972,0.468,NA,NA,NA,0.000116168
"C11orf57","Stem-cell-iPSC","ADHD","Wald ratio",1,0.02,0.028,1.02,0.475,NA,NA,NA,5.92e-05
"CASP6","Stem-cell-iPSC","ADHD","Wald ratio",1,0.023,0.033,1.023,0.482,NA,NA,NA,0.004263008
"MPI","Stem-cell-iPSC","ADHD","Wald ratio",1,0.016,0.023,1.016,0.483,NA,NA,NA,0.005962817
"MTHFS","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.013,1.009,0.484,NA,NA,NA,0.007584378
"CPS1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.014,0.019,0.987,0.486,NA,NA,NA,0.00486227
"ATP1A3","Stem-cell-iPSC","ADHD","Wald ratio",1,0.017,0.024,1.017,0.486,NA,NA,NA,0.000658458
"RPGRIP1L","Stem-cell-iPSC","ADHD","Wald ratio",1,0.014,0.02,1.014,0.489,NA,NA,NA,0.000200745
"TGFB1I1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.014,0.02,0.987,0.492,NA,NA,NA,0.005448686
"ANKMY2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.015,0.022,0.985,0.492,NA,NA,NA,0.004216638
"NIPSNAP1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.017,0.025,0.983,0.495,NA,NA,NA,0.005943764
"PDP2","Stem-cell-iPSC","ADHD","Wald ratio",1,0.016,0.024,1.017,0.498,NA,NA,NA,2.9e-05
"GNL3","Stem-cell-iPSC","ADHD","Wald ratio",1,0.014,0.02,1.014,0.498,NA,NA,NA,0.005358704
"SCCPDH","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.014,0.021,0.986,0.507,NA,NA,NA,0.000438821
"ANK1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.012,0.018,0.988,0.51,NA,NA,NA,0.000556412
"ACSF3","Stem-cell-iPSC","ADHD","Wald ratio",1,0.019,0.029,1.019,0.511,NA,NA,NA,0.003694285
"POGLUT1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.01,0.015,0.99,0.512,NA,NA,NA,0.005723808
"CYB5R2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.017,0.026,0.983,0.514,NA,NA,NA,0.005469046
"LCLAT1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.015,0.023,1.015,0.516,NA,NA,NA,0.000989201
"TBRG4","Stem-cell-iPSC","ADHD","Wald ratio",1,0.019,0.03,1.019,0.517,NA,NA,NA,0.002309749
"DHRS1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.008,0.012,1.008,0.522,NA,NA,NA,0.011612038
"HRSP12","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.019,0.03,0.981,0.527,NA,NA,NA,0.002106018
"TMEM230","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.012,0.019,0.988,0.53,NA,NA,NA,0.005681009
"RCN1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.013,0.021,1.013,0.533,NA,NA,NA,0.002371083
"COPG2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.016,0.026,0.984,0.535,NA,NA,NA,0.000564844
"MMAB","Stem-cell-iPSC","ADHD","Wald ratio",1,0.008,0.012,1.008,0.537,NA,NA,NA,0.006416977
"GPX4","Stem-cell-iPSC","ADHD","Wald ratio",1,0.013,0.022,1.013,0.55,NA,NA,NA,0.006422353
"AAMDC","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.015,1.009,0.551,NA,NA,NA,0.008903056
"HMGB1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.018,0.03,0.983,0.554,NA,NA,NA,4.45e-05
"FUCA1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.014,0.023,0.986,0.556,NA,NA,NA,0.008741342
"LRPAP1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.009,0.015,0.991,0.561,NA,NA,NA,0.006164855
"DPH6","Stem-cell-iPSC","ADHD","Wald ratio",1,0.018,0.031,1.018,0.565,NA,NA,NA,0.001307061
"HEATR3","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.005,0.009,0.995,0.57,NA,NA,NA,0.006060866
"CFL2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.014,0.025,0.986,0.574,NA,NA,NA,0.007823557
"EXOSC6","Stem-cell-iPSC","ADHD","Wald ratio",1,0.013,0.023,1.013,0.577,NA,NA,NA,0.000937924
"BST2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.018,0.032,0.982,0.577,NA,NA,NA,0.002276352
"HSDL2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.014,0.026,0.986,0.579,NA,NA,NA,0.000267181
"IQGAP1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.013,0.023,0.987,0.581,NA,NA,NA,0.001469106
"LRRTM4","Stem-cell-iPSC","ADHD","Wald ratio",1,0.008,0.014,1.008,0.584,NA,NA,NA,3.03e-05
"C7orf50","Stem-cell-iPSC","ADHD","Wald ratio",1,0.007,0.013,1.007,0.586,NA,NA,NA,0.006439926
"ESD","Stem-cell-iPSC","ADHD","Wald ratio",1,0.016,0.029,1.016,0.587,NA,NA,NA,0.00339948
"CLIC4","Stem-cell-iPSC","ADHD","Wald ratio",1,0.017,0.032,1.017,0.599,NA,NA,NA,0.000848713
"RAB33B","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.017,1.009,0.604,NA,NA,NA,0.006015036
"C4orf27","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.007,0.014,0.993,0.606,NA,NA,NA,0.00709707
"CCDC97","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.018,1.009,0.608,NA,NA,NA,0.000369315
"GULP1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.018,1.009,0.609,NA,NA,NA,0.005318675
"TBCEL","Stem-cell-iPSC","ADHD","Wald ratio",1,0.015,0.029,1.015,0.61,NA,NA,NA,0.002341373
"DIP2B","Stem-cell-iPSC","ADHD","Wald ratio",1,0.008,0.016,1.008,0.611,NA,NA,NA,0.005875091
"HDHD2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.014,0.027,0.987,0.615,NA,NA,NA,0.00015146
"NSFL1C","Stem-cell-iPSC","ADHD","Wald ratio",1,0.012,0.024,1.012,0.617,NA,NA,NA,0.004433704
"ITPA","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.006,0.012,0.994,0.623,NA,NA,NA,0.006711129
"ETHE1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.006,0.013,0.994,0.623,NA,NA,NA,0.006699294
"FDPS","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.018,1.009,0.623,NA,NA,NA,0.005436113
"DHX36","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.012,0.025,0.988,0.628,NA,NA,NA,0.000166421
"TTC27","Stem-cell-iPSC","ADHD","Wald ratio",1,0.011,0.022,1.011,0.632,NA,NA,NA,0.00385611
"TBC1D15","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.016,0.033,0.984,0.633,NA,NA,NA,0.000441708
"DEPDC1B","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.009,0.019,0.991,0.634,NA,NA,NA,7.69e-05
"CCBL2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.005,0.011,0.995,0.636,NA,NA,NA,0.005055484
"TSFM","Stem-cell-iPSC","ADHD","Wald ratio",1,0.006,0.013,1.006,0.638,NA,NA,NA,0.005544739
"FBLIM1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.01,0.022,1.01,0.642,NA,NA,NA,0.006139568
"ZNF738","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.005,0.012,0.995,0.643,NA,NA,NA,0.005965015
"STRN","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.02,1.009,0.646,NA,NA,NA,0.005477154
"GCDH","Stem-cell-iPSC","ADHD","Wald ratio",1,0.007,0.015,1.007,0.647,NA,NA,NA,0.005222571
"FDXR","Stem-cell-iPSC","ADHD","Wald ratio",1,0.009,0.019,1.009,0.647,NA,NA,NA,0.004682225
"CHPF2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.008,0.018,0.992,0.648,NA,NA,NA,0.001519607
"KIAA1211","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.007,0.016,0.993,0.649,NA,NA,NA,0.005412031
"ATG16L1","Stem-cell-iPSC","ADHD","Wald ratio",1,0.008,0.017,1.008,0.656,NA,NA,NA,0.003653364
"CARS2","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.006,0.013,0.994,0.664,NA,NA,NA,0.009767477
"THUMPD1","Stem-cell-iPSC","ADHD","Wald ratio",1,-0.009,0.022,0.991,0.668,NA,NA,NA,0.007421753
"WASL","Stem-cell-iPSC","ADHD","Wald ratio",1,0.008,0.019,1.008,0.67,NA,NA,NA,0.005105224
"LARS2","Stem-cell-iPSC","ADHD","Wald ratio",1,0.006,0.015,1.006,0.67,NA,NA,NA,0.005336838
